Wavelength(m)	n	k
# material: TiO2
# source: T. Siefke, S. Kroker, K. Pfeiffer, O. Puffky, K. Dietrich, D. Franta, I. Ohlidal, A. Szeghalmi, E.-B. Kley, A. Tunnermann. Materials pushing the application limits of wire grid polarizers further into the deep ultraviolet spectral range. Adv. Opt. Mater. 4, 1780-1786 (2016) (Numerical data kindly provided by Thomas Siefke)
# conditions: Film: prepared by ALD, 350 nm TiO2. See Ratzsch et al. Nanotechnology 26, 024003 (2015). Measurement: ellipsometer Jobin Yvon UVISEL2 VUV: 1.5-8.7 eV; ellipsometer Jobin Yvon UVISEL: 0.6-6.5 eV; ellipsometer Woollam IRVASE: 300-6500 cm-1; spectrophotometer McPhersom VUVas 2000: 5.6-10.3 eV; spectrophotometer Perkin Elmer Lambda 1050: 0.5-6.7 eV; spectrophotometer Bruker Vertex 80v: 80-7500 cm-1. Fit model: universal dispersion model. See Franta et al. Appl. Opt. 54, 9108-9119 (2015)."
# upstream: polyanskiy/refractiveindex.info-database@ff11b58 main/TiO2/nk/Siefke.yml
# type: tabulated nk
# range: 1.2018e-07 - 1.2512e-04 m
# converted: 2026-07-31 (wavelength um -> m)
2.769085e-07	3.00727	1.38348
2.785071e-07	3.04277	1.35901
2.801150e-07	3.07719	1.33194
2.817321e-07	3.11018	1.30239
2.833586e-07	3.14143	1.27052
2.849944e-07	3.17067	1.23657
2.866397e-07	3.19765	1.20081
2.882945e-07	3.22221	1.16358
2.899588e-07	3.24424	1.1252
2.916328e-07	3.26372	1.08603
2.933164e-07	3.28069	1.0464
2.950097e-07	3.29525	1.0066
2.967128e-07	3.30757	0.966894
2.984258e-07	3.31783	0.92746
3.001486e-07	3.32626	0.888426
3.018814e-07	3.33307	0.849849
3.036242e-07	3.33845	0.811724
3.053770e-07	3.34256	0.77399
3.071400e-07	3.3455	0.73655
3.089131e-07	3.34731	0.699282
3.106965e-07	3.34797	0.662071
3.124901e-07	3.3474	0.624822
3.142942e-07	3.34545	0.587487
3.161086e-07	3.34196	0.55008
3.179335e-07	3.33674	0.512687
3.197690e-07	3.32963	0.475464
3.216150e-07	3.32051	0.438629
3.234717e-07	3.30931	0.402447
3.253391e-07	3.29605	0.367203
3.272174e-07	3.2808	0.333182
3.291064e-07	3.26371	0.300645
3.310063e-07	3.24498	0.26981
3.329173e-07	3.22485	0.240846
3.348392e-07	3.20358	0.213865
3.367723e-07	3.18143	0.188924
3.387165e-07	3.15865	0.166032
3.406719e-07	3.13548	0.145157
3.426386e-07	3.11212	0.126235
3.446167e-07	3.08877	0.109179
3.466062e-07	3.06557	0.093887
3.486072e-07	3.04265	0.0802476
3.506197e-07	3.02013	0.0681467
3.526439e-07	2.99808	0.0574709
3.546797e-07	2.97658	0.0481102
3.567273e-07	2.95568	0.0399601
3.587867e-07	2.93541	0.0329226
3.608580e-07	2.91581	0.0269071
3.629412e-07	2.89691	0.0218302
3.650365e-07	2.87874	0.0176157
3.671439e-07	2.86133	0.0141932
3.692635e-07	2.84475	0.0114485
3.713952e-07	2.829	0.00924453
3.735393e-07	2.81403	0.00747289
3.756958e-07	2.79981	0.0060473
3.778647e-07	2.78629	0.00489898
3.800461e-07	2.77341	0.00397305
3.822402e-07	2.76114	0.00322567
3.844469e-07	2.74943	0.00262177
3.866663e-07	2.73824	0.00213329
3.888985e-07	2.72753	0.00173776
3.911437e-07	2.71727	0.00141715
3.934018e-07	2.70742	0.00115698
3.956729e-07	2.69797	0.00094563
3.979572e-07	2.68887	0.000773757
4.002546e-07	2.68012	0.000633834
4.025653e-07	2.67168	0.000519797
4.048893e-07	2.66354	0.000426755
4.072268e-07	2.65568	0.00035076
4.095777e-07	2.64808	0.00028862
4.119422e-07	2.64073	0.000237754
4.143204e-07	2.63361	0.000196071
4.167123e-07	2.62672	0.000161876
4.191180e-07	2.62004	0.000133792
4.215376e-07	2.61355	0.000110703
4.239712e-07	2.60726	9.17e-05
4.264188e-07	2.60114	7.6e-05
4.288805e-07	2.5952	6.31e-05
4.313565e-07	2.58942	5.25e-05
4.338467e-07	2.58379	4.36e-05
4.363513e-07	2.57832	3.64e-05
4.388704e-07	2.57299	3.03e-05
4.414041e-07	2.5678	2.53e-05
4.439523e-07	2.56273	2.11e-05
4.465153e-07	2.5578	1.77e-05
4.490930e-07	2.55298	1.48e-05
4.516857e-07	2.54829	1.24e-05
4.542933e-07	2.5437	1.04e-05
4.569160e-07	2.53922	8.75e-06
4.595538e-07	2.53485	7.35e-06
4.622068e-07	2.53057	6.19e-06
4.648751e-07	2.5264	5.21e-06
4.675589e-07	2.52232	4.4e-06
4.702581e-07	2.51832	3.71e-06
4.729730e-07	2.51442	3.14e-06
4.757035e-07	2.5106	2.66e-06
4.784497e-07	2.50686	2.25e-06
4.812119e-07	2.5032	1.91e-06
4.839899e-07	2.49962	1.62e-06
4.867840e-07	2.49611	1.37e-06
4.895943e-07	2.49267	1.17e-06
4.924207e-07	2.48931	9.94e-07
4.952635e-07	2.48601	8.47e-07
4.981227e-07	2.48278	7.22e-07
5.009984e-07	2.47961	6.16e-07
5.038907e-07	2.4765	5.27e-07
5.067997e-07	2.47346	4.5e-07
5.097255e-07	2.47047	3.85e-07
5.126681e-07	2.46754	3.3e-07
5.156278e-07	2.46467	2.83e-07
5.186046e-07	2.46185	2.43e-07
5.215985e-07	2.45908	2.09e-07
5.246097e-07	2.45636	1.8e-07
5.276383e-07	2.4537	1.55e-07
5.306844e-07	2.45108	1.33e-07
5.337481e-07	2.44851	1.15e-07
5.368294e-07	2.44599	9.91e-08
