Wavelength(m)	n	k
# material: Al2O3
# source: M. R. Querry. Optical constants, Contractor Report CRDC-CR-85034 (1985)
# conditions: -Al2O3 (Sapphire). Extraordinary ray (e).
# upstream: polyanskiy/refractiveindex.info-database@ff11b58 main/Al2O3/nk/Querry-e.yml
# type: tabulated nk
# range: 2.1000e-07 - 5.5556e-05 m
# converted: 2026-07-31 (wavelength um -> m)
2.100000e-07	1.804	-0.048
2.200000e-07	1.79	-0.035
2.300000e-07	1.78	-0.024
2.400000e-07	1.768	-0.017
2.500000e-07	1.763	-0.014
2.600000e-07	1.755	-0.008
2.700000e-07	1.751	-0.003
2.800000e-07	1.748	0
2.900000e-07	1.743	0.002
3.000000e-07	1.738	0.008
3.100000e-07	1.738	0.01
3.200000e-07	1.738	0.012
3.300000e-07	1.737	0.013
3.400000e-07	1.736	0.014
3.500000e-07	1.734	0.015
3.600000e-07	1.733	0.017
3.700000e-07	1.733	0.018
3.800000e-07	1.733	0.018
3.900000e-07	1.733	0.018
4.000000e-07	1.732	0.018
4.100000e-07	1.731	0.019
4.200000e-07	1.73	0.019
4.300000e-07	1.73	0.02
4.400000e-07	1.73	0.02
4.500000e-07	1.73	0.02
4.600000e-07	1.73	0.02
4.700000e-07	1.73	0.02
4.800000e-07	1.729	0.02
4.900000e-07	1.729	0.021
5.000000e-07	1.729	0.02
5.100000e-07	1.729	0.021
5.200000e-07	1.729	0.02
5.300000e-07	1.729	0.02
5.400000e-07	1.729	0.02
5.500000e-07	1.729	0.02
5.600000e-07	1.728	0.02
5.700000e-07	1.728	0.02
5.800000e-07	1.728	0.02
5.900000e-07	1.728	0.02
6.000000e-07	1.728	0.02
6.100000e-07	1.728	0.02
6.200000e-07	1.728	0.02
6.300000e-07	1.728	0.02
6.400000e-07	1.727	0.019
6.500000e-07	1.727	0.02
6.600000e-07	1.727	0.02
6.700000e-07	1.727	0.02
6.800000e-07	1.727	0.02
6.900000e-07	1.727	0.02
7.000000e-07	1.727	0.02
7.100000e-07	1.727	0.02
7.200000e-07	1.727	0.019
7.300000e-07	1.727	0.02
7.400000e-07	1.727	0.02
7.500000e-07	1.727	0.02
7.600000e-07	1.727	0.02
7.700000e-07	1.727	0.02
7.800000e-07	1.727	0.019
7.900000e-07	1.727	0.019
8.000000e-07	1.727	0.019
8.100000e-07	1.726	0.019
8.200000e-07	1.726	0.019
8.300000e-07	1.726	0.02
8.400000e-07	1.726	0.019
8.500000e-07	1.726	0.019
8.600000e-07	1.726	0.019
8.700000e-07	1.726	0.019
8.800000e-07	1.726	0.019
8.900000e-07	1.726	0.019
9.000000e-07	1.726	0.019
9.100000e-07	1.726	0.019
9.200000e-07	1.726	0.019
9.300000e-07	1.726	0.019
9.400000e-07	1.726	0.019
9.500000e-07	1.726	0.019
9.600000e-07	1.726	0.019
9.700000e-07	1.726	0.019
9.800000e-07	1.726	0.019
9.900000e-07	1.726	0.019
1.000000e-06	1.726	0.019
1.010000e-06	1.726	0.019
1.020000e-06	1.726	0.019
1.030000e-06	1.726	0.019
1.040000e-06	1.726	0.019
1.050000e-06	1.726	0.019
1.060000e-06	1.726	0.019
1.070000e-06	1.726	0.018
1.080000e-06	1.726	0.019
1.090000e-06	1.726	0.019
1.100000e-06	1.726	0.019
1.110000e-06	1.726	0.019
1.120000e-06	1.726	0.019
1.130000e-06	1.726	0.019
1.140000e-06	1.726	0.019
1.150000e-06	1.726	0.018
1.160000e-06	1.725	0.018
1.170000e-06	1.725	0.019
1.180000e-06	1.725	0.019
1.190000e-06	1.725	0.019
1.200000e-06	1.725	0.02
1.210000e-06	1.726	0.019
1.220000e-06	1.726	0.019
1.230000e-06	1.726	0.019
1.240000e-06	1.726	0.019
1.250000e-06	1.726	0.019
1.260000e-06	1.726	0.018
1.270000e-06	1.726	0.018
1.280000e-06	1.726	0.018
1.290000e-06	1.725	0.018
1.300000e-06	1.725	0.018
1.310000e-06	1.725	0.017
1.320000e-06	1.725	0.017
1.330000e-06	1.724	0.018
1.340000e-06	1.724	0.018
1.350000e-06	1.724	0.018
1.360000e-06	1.724	0.018
1.370000e-06	1.724	0.018
1.380000e-06	1.724	0.018
1.390000e-06	1.724	0.018
1.400000e-06	1.724	0.018
1.410000e-06	1.725	0.018
1.420000e-06	1.725	0.018
1.430000e-06	1.724	0.018
1.440000e-06	1.724	0.018
1.450000e-06	1.725	0.017
1.460000e-06	1.725	0.017
1.470000e-06	1.724	0.017
1.480000e-06	1.724	0.017
1.490000e-06	1.724	0.017
1.500000e-06	1.724	0.016
1.510000e-06	1.724	0.016
1.520000e-06	1.723	0.016
1.530000e-06	1.725	0.017
1.540000e-06	1.723	0.016
1.550000e-06	1.723	0.016
1.560000e-06	1.723	0.016
1.570000e-06	1.723	0.015
1.580000e-06	1.722	0.016
1.590000e-06	1.722	0.016
1.600000e-06	1.722	0.016
1.610000e-06	1.722	0.016
1.620000e-06	1.721	0.016
1.630000e-06	1.721	0.015
