Wavelength(m)	n	k
# material: Graphene
# source: optprop_Gr_Falkovsky.m (Falkovsky/Kubo model)
# conditions: Ef = 0.4 eV, mobility = 10000 cm^2/Vs, T = 300 K
# note: sheet conductivity spread over 3.4e-10 m to give a bulk index; valid only at this gating
# type: model
# range: 5.0000e-07 - 5.0000e-05 m
# converted: 2026-08-04
5.000000e-07	1.80411	1.48728
5.023102e-07	1.80762	1.49126
5.046311e-07	1.81113	1.49524
5.069627e-07	1.81466	1.49923
5.093051e-07	1.81821	1.50322
5.116583e-07	1.82176	1.50722
5.140224e-07	1.82533	1.51123
5.163974e-07	1.82891	1.51524
5.187833e-07	1.8325	1.51926
5.211803e-07	1.8361	1.52329
5.235884e-07	1.83972	1.52732
5.260076e-07	1.84335	1.53136
5.284380e-07	1.84699	1.53541
5.308796e-07	1.85064	1.53946
5.333325e-07	1.8543	1.54352
5.357967e-07	1.85798	1.54758
5.382723e-07	1.86167	1.55165
5.407594e-07	1.86537	1.55573
5.432579e-07	1.86909	1.55981
5.457680e-07	1.87282	1.5639
5.482896e-07	1.87656	1.568
5.508230e-07	1.88032	1.5721
5.533680e-07	1.88408	1.57621
5.559248e-07	1.88786	1.58032
5.584934e-07	1.89166	1.58444
5.610739e-07	1.89547	1.58857
5.636663e-07	1.89929	1.5927
5.662707e-07	1.90312	1.59684
5.688871e-07	1.90697	1.60098
5.715156e-07	1.91083	1.60513
5.741562e-07	1.9147	1.60929
5.768091e-07	1.91859	1.61345
5.794742e-07	1.92249	1.61762
5.821516e-07	1.92641	1.62179
5.848414e-07	1.93034	1.62597
5.875436e-07	1.93429	1.63015
5.902583e-07	1.93825	1.63434
5.929855e-07	1.94222	1.63854
5.957253e-07	1.94621	1.64274
5.984779e-07	1.95021	1.64694
6.012431e-07	1.95422	1.65116
6.040211e-07	1.95826	1.65537
6.068119e-07	1.9623	1.6596
6.096156e-07	1.96636	1.66382
6.124323e-07	1.97044	1.66806
6.152620e-07	1.97453	1.6723
6.181048e-07	1.97864	1.67654
6.209607e-07	1.98276	1.68079
6.238298e-07	1.98689	1.68504
6.267121e-07	1.99105	1.6893
6.296078e-07	1.99521	1.69356
6.325169e-07	1.9994	1.69783
6.354394e-07	2.0036	1.7021
6.383754e-07	2.00781	1.70638
6.413249e-07	2.01204	1.71066
6.442881e-07	2.01629	1.71495
6.472650e-07	2.02056	1.71924
6.502556e-07	2.02484	1.72354
6.532601e-07	2.02913	1.72784
6.562784e-07	2.03345	1.73214
6.593107e-07	2.03778	1.73645
6.623570e-07	2.04213	1.74076
6.654174e-07	2.04649	1.74508
6.684919e-07	2.05088	1.7494
6.715806e-07	2.05528	1.75372
6.746836e-07	2.05969	1.75805
6.778009e-07	2.06413	1.76238
6.809326e-07	2.06858	1.76672
6.840788e-07	2.07306	1.77106
6.872395e-07	2.07755	1.7754
6.904149e-07	2.08205	1.77974
6.936049e-07	2.08658	1.78409
6.968096e-07	2.09113	1.78844
7.000292e-07	2.09569	1.7928
7.032636e-07	2.10028	1.79715
7.065130e-07	2.10488	1.80151
7.097774e-07	2.1095	1.80588
7.130569e-07	2.11415	1.81024
7.163515e-07	2.11881	1.81461
7.196613e-07	2.12349	1.81897
7.229865e-07	2.1282	1.82335
7.263270e-07	2.13292	1.82772
