Wavelength(m)	n	k
# material: Graphene
# source: lab MATLAB library, optprop_Gr_Falkovsky.m (Falkovsky/Kubo model)
# conditions: Ef = 0.6 eV, mobility = 10000 cm^2/Vs, T = 300 K
# note: sheet conductivity spread over 3.4e-10 m to give a bulk index; valid only at this gating
# type: model
# range: 1.5000e-07 - 1.0000e-04 m
# converted: 2026-08-03 by tools/convert_matlab_optprop.py
1.500000e-07	1.20347	0.668785
1.502441e-07	1.20394	0.669615
1.504886e-07	1.2044	0.670445
1.507335e-07	1.20487	0.671277
1.509788e-07	1.20534	0.672109
1.512245e-07	1.2058	0.672941
1.514705e-07	1.20627	0.673775
1.517170e-07	1.20674	0.674609
1.519639e-07	1.20721	0.675444
1.522112e-07	1.20768	0.676279
1.524589e-07	1.20815	0.677115
1.527070e-07	1.20863	0.677952
1.529555e-07	1.2091	0.67879
1.532044e-07	1.20957	0.679628
1.534537e-07	1.21005	0.680467
1.537034e-07	1.21052	0.681306
1.539536e-07	1.211	0.682147
1.542041e-07	1.21148	0.682988
1.544550e-07	1.21196	0.683829
1.547064e-07	1.21243	0.684672
1.549581e-07	1.21291	0.685515
1.552103e-07	1.21339	0.686359
1.554629e-07	1.21388	0.687203
1.557158e-07	1.21436	0.688048
1.559692e-07	1.21484	0.688894
1.562230e-07	1.21532	0.68974
1.564773e-07	1.21581	0.690588
1.567319e-07	1.21629	0.691435
1.569870e-07	1.21678	0.692284
1.572424e-07	1.21727	0.693133
1.574983e-07	1.21775	0.693983
1.577546e-07	1.21824	0.694834
1.580113e-07	1.21873	0.695685
1.582684e-07	1.21922	0.696537
1.585260e-07	1.21971	0.69739
1.587840e-07	1.2202	0.698243
1.590424e-07	1.2207	0.699097
1.593012e-07	1.22119	0.699952
1.595604e-07	1.22169	0.700807
1.598200e-07	1.22218	0.701663
1.600801e-07	1.22268	0.70252
1.603406e-07	1.22317	0.703378
1.606015e-07	1.22367	0.704236
1.608629e-07	1.22417	0.705095
1.611247e-07	1.22467	0.705955
1.613869e-07	1.22517	0.706815
1.616495e-07	1.22567	0.707676
1.619125e-07	1.22617	0.708537
1.621760e-07	1.22667	0.7094
1.624399e-07	1.22718	0.710263
1.627043e-07	1.22768	0.711127
1.629690e-07	1.22818	0.711991
1.632342e-07	1.22869	0.712856
1.634999e-07	1.2292	0.713722
1.637659e-07	1.2297	0.714588
1.640324e-07	1.23021	0.715456
1.642994e-07	1.23072	0.716323
1.645667e-07	1.23123	0.717192
1.648345e-07	1.23174	0.718061
1.651028e-07	1.23225	0.718931
1.653714e-07	1.23277	0.719802
1.656405e-07	1.23328	0.720673
1.659101e-07	1.23379	0.721545
1.661801e-07	1.23431	0.722418
1.664505e-07	1.23482	0.723291
1.667214e-07	1.23534	0.724165
1.669927e-07	1.23586	0.72504
1.672644e-07	1.23638	0.725916
1.675366e-07	1.2369	0.726792
1.678092e-07	1.23742	0.727669
1.680823e-07	1.23794	0.728546
1.683558e-07	1.23846	0.729425
1.686298e-07	1.23898	0.730304
1.689042e-07	1.2395	0.731183
1.691791e-07	1.24003	0.732064
1.694544e-07	1.24055	0.732945
1.697301e-07	1.24108	0.733826
1.700063e-07	1.24161	0.734709
1.702830e-07	1.24213	0.735592
1.705601e-07	1.24266	0.736476
1.708376e-07	1.24319	0.73736
1.711156e-07	1.24372	0.738245
1.713941e-07	1.24425	0.739131
1.716730e-07	1.24478	0.740018
1.719524e-07	1.24532	0.740905
1.722322e-07	1.24585	0.741793
1.725125e-07	1.24638	0.742682
1.727932e-07	1.24692	0.743571
1.730744e-07	1.24745	0.744461
1.733560e-07	1.24799	0.745352
1.736381e-07	1.24853	0.746243
1.739207e-07	1.24907	0.747135
1.742037e-07	1.24961	0.748028
1.744872e-07	1.25015	0.748922
1.747711e-07	1.25069	0.749816
1.750555e-07	1.25123	0.750711
1.753404e-07	1.25177	0.751606
1.756257e-07	1.25232	0.752503
1.759115e-07	1.25286	0.7534
1.761978e-07	1.25341	0.754297
1.764845e-07	1.25395	0.755196
1.767717e-07	1.2545	0.756095
1.770594e-07	1.25505	0.756995
1.773475e-07	1.2556	0.757895
1.776361e-07	1.25615	0.758796
1.779252e-07	1.2567	0.759698
1.782147e-07	1.25725	0.760601
1.785047e-07	1.2578	0.761504
1.787952e-07	1.25835	0.762408
1.790862e-07	1.25891	0.763312
1.793776e-07	1.25946	0.764218
1.796695e-07	1.26002	0.765124
1.799619e-07	1.26058	0.76603
1.802547e-07	1.26113	0.766938
1.805480e-07	1.26169	0.767846
1.808418e-07	1.26225	0.768755
1.811361e-07	1.26281	0.769664
1.814309e-07	1.26337	0.770575
1.817261e-07	1.26393	0.771485
1.820219e-07	1.2645	0.772397
1.823181e-07	1.26506	0.773309
1.826148e-07	1.26562	0.774222
1.829119e-07	1.26619	0.775136
1.832096e-07	1.26676	0.77605
1.835077e-07	1.26732	0.776966
1.838063e-07	1.26789	0.777881
1.841054e-07	1.26846	0.778798
1.844050e-07	1.26903	0.779715
1.847051e-07	1.2696	0.780633
1.850057e-07	1.27017	0.781551
1.853068e-07	1.27074	0.782471
1.856083e-07	1.27132	0.783391
1.859103e-07	1.27189	0.784311
1.862129e-07	1.27247	0.785233
1.865159e-07	1.27304	0.786155
1.868194e-07	1.27362	0.787077
1.871234e-07	1.2742	0.788001
1.874279e-07	1.27478	0.788925
1.877329e-07	1.27535	0.78985
1.880384e-07	1.27594	0.790776
1.883444e-07	1.27652	0.791702
1.886509e-07	1.2771	0.792629
1.889579e-07	1.27768	0.793556
1.892654e-07	1.27827	0.794485
1.895734e-07	1.27885	0.795414
1.898819e-07	1.27944	0.796344
1.901909e-07	1.28002	0.797274
1.905004e-07	1.28061	0.798205
1.908104e-07	1.2812	0.799137
1.911209e-07	1.28179	0.80007
1.914319e-07	1.28238	0.801003
1.917434e-07	1.28297	0.801937
1.920554e-07	1.28356	0.802871
1.923680e-07	1.28415	0.803807
1.926810e-07	1.28475	0.804743
1.929946e-07	1.28534	0.805679
1.933086e-07	1.28594	0.806617
1.936232e-07	1.28653	0.807555
1.939383e-07	1.28713	0.808494
1.942539e-07	1.28773	0.809433
1.945700e-07	1.28833	0.810374
1.948866e-07	1.28893	0.811315
1.952038e-07	1.28953	0.812256
1.955214e-07	1.29013	0.813199
1.958396e-07	1.29073	0.814142
1.961583e-07	1.29134	0.815086
1.964775e-07	1.29194	0.81603
1.967972e-07	1.29255	0.816975
1.971175e-07	1.29315	0.817921
1.974382e-07	1.29376	0.818868
1.977595e-07	1.29437	0.819815
1.980813e-07	1.29498	0.820763
1.984037e-07	1.29559	0.821711
1.987265e-07	1.2962	0.822661
1.990499e-07	1.29681	0.823611
1.993738e-07	1.29742	0.824562
1.996983e-07	1.29804	0.825513
2.000232e-07	1.29865	0.826465
2.003487e-07	1.29927	0.827418
2.006748e-07	1.29988	0.828372
2.010013e-07	1.3005	0.829326
2.013284e-07	1.30112	0.830281
2.016560e-07	1.30174	0.831237
2.019842e-07	1.30236	0.832193
2.023129e-07	1.30298	0.83315
2.026421e-07	1.3036	0.834108
2.029719e-07	1.30422	0.835067
2.033022e-07	1.30485	0.836026
2.036330e-07	1.30547	0.836986
2.039644e-07	1.3061	0.837946
2.042963e-07	1.30672	0.838908
2.046287e-07	1.30735	0.83987
2.049617e-07	1.30798	0.840832
2.052953e-07	1.30861	0.841796
2.056293e-07	1.30924	0.84276
2.059640e-07	1.30987	0.843725
2.062991e-07	1.3105	0.84469
2.066348e-07	1.31113	0.845657
2.069711e-07	1.31177	0.846624
2.073079e-07	1.3124	0.847591
2.076453e-07	1.31304	0.84856
2.079832e-07	1.31367	0.849529
2.083216e-07	1.31431	0.850498
2.086606e-07	1.31495	0.851469
2.090002e-07	1.31559	0.85244
2.093403e-07	1.31623	0.853412
2.096809e-07	1.31687	0.854385
2.100221e-07	1.31751	0.855358
2.103639e-07	1.31815	0.856332
2.107062e-07	1.3188	0.857307
2.110491e-07	1.31944	0.858282
2.113926e-07	1.32009	0.859258
2.117366e-07	1.32074	0.860235
2.120811e-07	1.32138	0.861212
2.124262e-07	1.32203	0.862191
2.127719e-07	1.32268	0.86317
2.131182e-07	1.32333	0.864149
2.134650e-07	1.32398	0.86513
2.138123e-07	1.32464	0.866111
2.141603e-07	1.32529	0.867093
2.145088e-07	1.32595	0.868075
2.148579e-07	1.3266	0.869058
2.152075e-07	1.32726	0.870042
2.155577e-07	1.32791	0.871027
2.159085e-07	1.32857	0.872012
2.162598e-07	1.32923	0.872998
2.166117e-07	1.32989	0.873985
2.169642e-07	1.33055	0.874972
2.173173e-07	1.33121	0.87596
2.176709e-07	1.33188	0.876949
2.180252e-07	1.33254	0.877939
2.183800e-07	1.33321	0.878929
2.187353e-07	1.33387	0.87992
2.190913e-07	1.33454	0.880912
2.194478e-07	1.33521	0.881904
2.198049e-07	1.33587	0.882897
2.201626e-07	1.33654	0.883891
2.205209e-07	1.33721	0.884886
2.208797e-07	1.33789	0.885881
2.212392e-07	1.33856	0.886877
2.215992e-07	1.33923	0.887873
2.219598e-07	1.33991	0.888871
2.223210e-07	1.34058	0.889869
2.226828e-07	1.34126	0.890867
2.230451e-07	1.34193	0.891867
2.234081e-07	1.34261	0.892867
2.237717e-07	1.34329	0.893868
2.241358e-07	1.34397	0.89487
2.245005e-07	1.34465	0.895872
2.248659e-07	1.34533	0.896875
2.252318e-07	1.34602	0.897879
2.255983e-07	1.3467	0.898883
2.259654e-07	1.34739	0.899888
2.263331e-07	1.34807	0.900894
2.267015e-07	1.34876	0.901901
2.270704e-07	1.34945	0.902908
2.274399e-07	1.35014	0.903916
2.278100e-07	1.35083	0.904925
2.281807e-07	1.35152	0.905934
2.285520e-07	1.35221	0.906944
2.289239e-07	1.3529	0.907955
2.292965e-07	1.35359	0.908967
2.296696e-07	1.35429	0.909979
2.300434e-07	1.35499	0.910992
2.304177e-07	1.35568	0.912006
2.307927e-07	1.35638	0.91302
